"zpid","price","address","bedrooms","bathrooms","sqft","price_per_sqft","property_type","status","latitude","longitude","state","region","hoa","mls_number","parking_garage","description","days_on_market","year_built","acreage","front_photo","image_path","link","scraped_at"
"20564402","$1,595,000","5308 Hillcrest Dr, Los Angeles, CA 90043","5","4","2,304",692.27,"Single Family","For Sale",33.994568,-118.336334,"CA","Los Angeles",NA,"25618167","Carport","A soulful 1928 Spanish thoughtfully restored and renovated to honor its original character while introducing a refined modern sensibility. Beyond an arched alcove entry framed by a mature olive tree, the home opens to a sun-filled living room with vaulted ceilings and beautifully restored hand-painted beams that span both the living and dining areasan intricate nod to its Old World craftsmanship. A wood-burning fireplace anchors the space and flows into a chef's kitchen with marble counters, cus",NA,"1928",NA,"","property_images/20564402_img1.jpg","https://www.zillow.com/homedetails/5308-Hillcrest-Dr-Los-Angeles-CA-90043/20564402_zpid/",2025-11-21 09:31:24.416942
"72670944","$1,649,999","11577 Newcastle Ave, Granada Hills, CA 91344","5","7","3,450",478.26,"Single Family","For Sale",34.282448,-118.527084,"CA","Granada Hills",NA,"25617647","Carport","Located in highly sought-after North Granada Hills, this 2006 custom-built residence presents a rare opportunity for renovation - property has been mostly remodeled with some areas in need of TLC & cosmetic completion. Featuring 5-beds and 7-baths, this stately home comprises 3,450 SF, plus a studio-style guest house, and is situated on an expansive 26,000+/- SF Lot. A formal entry with soaring ceilings opens to generous living spaces with coffered ceilings, crown molding, custom wrought iron de",NA,"2006","20060.6","","property_images/72670944_img1.jpg","https://www.zillow.com/homedetails/11577-Newcastle-Ave-Granada-Hills-CA-91344/72670944_zpid/",2025-11-21 09:31:24.416942
"19928933","$660,000","22123 Burbank Blvd UNIT 2, Woodland Hills, CA 91367","3","3","1,186",556.49,"Townhouse","For Sale",34.173183,-118.60877,"CA","Woodland Hills","600","SR25261059","2","Listing Provided by: Jeannine Walker DRE #01265238 661-510-6960,Realty Executives Homes Outstanding and hardly ever on the market is this beautiful 3 bedroom Townhome in the desired Woodland Villages! Location, Location, Location! Discover this immaculately maintained and nicely updated 3+2.5 with 1186 sqft offering exceptional natural light, modern upgrades, and one of the most desired layouts! The open living space features recessed lighting, spacious seating areas, and a large slider that ope",NA,"1977","19779.03","","property_images/19928933_img1.jpg","https://www.zillow.com/homedetails/22123-Burbank-Blvd-UNIT-2-Woodland-Hills-CA-91367/19928933_zpid/",2025-11-21 09:31:24.416942
"20692869","$1,200,000","6282 Pine Crest Dr, Los Angeles, CA 90042","4","3","1,920",625,"Single Family","For Sale",34.10822,-118.17967,"CA","Los Angeles",NA,"P1-24976","Carport","Listing Provided by: David Knight DRE #01829234 daveknightrealestate@gmail.com,Keller Williams Realty,Amber Waas DRE #01263026 626-657-0359,Keller Williams Realty Perched above the street, this charming Mt. Hermon property enjoys sweeping city and mountain views from every room and offers 4-beds & 3-baths within 1,920 sqft. Step through the entryway into a welcoming foyer with direct access to the formal living room, a perfect place to entertain or unwind after a long day. Large windows and Fren",NA,"1965",NA,"","property_images/20692869_img1.jpg","https://www.zillow.com/homedetails/6282-Pine-Crest-Dr-Los-Angeles-CA-90042/20692869_zpid/",2025-11-21 09:31:24.416942
"20534864","$19,995,000","1307 N Doheny Dr, Los Angeles, CA 90069","7","8","9,780",2044.48,"Single Family","For Sale",34.094078,-118.39251,"CA","Los Angeles",NA,"25619983","Carport","Welcome to \"Five Fathoms\" the latest creation by celebrity designer Jae Omar and architect Eran Gispan. A residence of timeless beauty and organic architecture, it is set on a nearly 21,000 square foot lot. This 9,800 square foot residence unfolds across five distinct structures, thoughtfully connected by glass-encased walkways that \"float\" over meandering waterways. The interior aesthetic showcases Omar's signature \"organic modern\" approach, featuring a textural symphony of sandblasted stone, v",NA,"2024","20240.47","","property_images/20534864_img1.jpg","https://www.zillow.com/homedetails/1307-N-Doheny-Dr-Los-Angeles-CA-90069/20534864_zpid/",2025-11-21 09:31:24.416942
"20526862","$39,995,000","701 Nimes Rd, Los Angeles, CA 90077","7","10","11,050",3619.46,"Single Family","For Sale",34.089195,-118.44015,"CA","Los Angeles",NA,"25597735","Carport","Set behind gates on nearly an acre in Lower Bel Air's coveted Platinum Triangle, this Contemporary Tuscan estate blends timeless European craftsmanship with modern California living. A circular motor court framed by mature trees and a French fountain sets a grand tone of privacy and sophistication. Light-filled interiors highlight artisan plaster walls, white oak floors, and an effortless connection to a central courtyard with olive trees, fire features, and a full outdoor kitchen an ideal backd",NA,"1931","19310.89","","property_images/20526862_img1.jpg","https://www.zillow.com/homedetails/701-Nimes-Rd-Los-Angeles-CA-90077/20526862_zpid/",2025-11-21 09:31:24.416942
"243990393","$49,950,000","10066 Cielo Dr, Beverly Hills, CA 90210","12","18","21,000",2378.57,"Single Family","For Sale",34.093983,-118.432236,"CA","Beverly Hills",NA,"25607829","Carport","Sprawling across 3.6 acres on one of Beverly Hills' most commanding promontories, Villa del Cielo is a world-class Andalusian masterpiece with some of the most extraordinary views in all of Los Angeles. Designed by Richard Landry and celebrated in Architectural Digest, this 21,000-square-foot estate is a statement of architectural significance, where craftsmanship, scale and design converge for grand entertaining and private living at the highest level. A dramatic domed foyer and 100-foot-long g",NA,"1996","19963.6","","property_images/243990393_img1.jpg","https://www.zillow.com/homedetails/10066-Cielo-Dr-Beverly-Hills-CA-90210/243990393_zpid/",2025-11-21 09:31:24.416942
"20568122","$898,000","4918 10th Ave, Los Angeles, CA 90043","4","4","2,327",385.9,"Single Family","For Sale",33.998314,-118.32778,"CA","Los Angeles",NA,"25619747","Carport","Offers are due Monday, December 1st by 6 PM. Step into timeless charm this season with this beautifully updated corner-lot Craftsman featuring classic Colonial Revival details, now offered at $898,000. Thoughtful updates blend comfortably with original character, creating a warm and welcoming environment for gatherings and everyday living. Behind the gated entry and stately portico you will find formal living and dining rooms, 4 bedrooms, 3.5 bathrooms, a family room, and a renovated kitchen wit",NA,"1922",NA,"","property_images/20568122_img1.jpg","https://www.zillow.com/homedetails/4918-10th-Ave-Los-Angeles-CA-90043/20568122_zpid/",2025-11-21 09:34:24.835441
"20182964","$700,000","9000 Vanalden Ave UNIT 117, Northridge, CA 91324","3","3","1,576",444.16,"Townhouse","For Sale",34.23449,-118.54844,"CA","Northridge","560","GD25264067","Carport","Listing Provided by: Mariam Marabyan DRE #01721521 818-968-9777,JohnHart Real Estate Town House | 3 Beds | 3 Baths | Northridge Welcome to this beautifully updated Northridge townhome offering 3 bedrooms, 3 bathrooms, and 1,576 sq. ft. of comfortable living space. This inviting residence features cathedral ceilings, a central fireplace that warms the living area, and a wet bar perfect for entertaining. Enjoy a modern kitchen with brand-new stainless steel appliances, 2025 quartz countertops, and",NA,"1979","19795.48","","property_images/20182964_img1.jpg","https://www.zillow.com/homedetails/9000-Vanalden-Ave-UNIT-117-Northridge-CA-91324/20182964_zpid/",2025-11-21 09:34:24.835441
"20383188","$3,695,000","7324 Westlawn Ave, Los Angeles, CA 90045","5","6","3,916",943.56,"Single Family","For Sale",33.974194,-118.41087,"CA","Los Angeles",NA,"25613575Skip","Attached Garage","November 17, 2025 at 09:16amListed by:Stephanie Younger DRE # 01365696 310-499-2020,Compass 310-499-2020,Robert Lugari DRE # 02174891 310-499-2020,Compass","14","1950",NA,"","property_images/20383188_img1.jpg","https://www.zillow.com/homedetails/7324-Westlawn-Ave-Los-Angeles-CA-90045/20383188_zpid/",2025-11-21 09:34:24.835441
"19942612","$1,349,000","5052 Medina Rd, Woodland Hills, CA 91364","3","3","2,634",512.15,"Single Family","For Sale",34.160534,-118.599915,"CA","Woodland Hills",NA,"25617167","Carport","Poised high in the hills south of the boulevard, this two-story modern retreat captures sweeping valley views and a timeless architectural sensibility. Defined by clean lines, natural light, and subtle mid-century undertones, the home's airy interior unfolds through a sequence of glass-lined rooms that blur the boundary between indoors and out. Skylights illuminate the open living area where a statement fireplace anchors the space, while walls of glass open to a generous wraparound deck -- an id",NA,"1987",NA,"","property_images/19942612_img1.jpg","https://www.zillow.com/homedetails/5052-Medina-Rd-Woodland-Hills-CA-91364/19942612_zpid/",2025-11-21 09:34:24.835441
"20523467","$79,000,000","9904 Kip Dr, Beverly Hills, CA 90210","10","22","24,757",3191.02,"Single Family","For Sale",34.10128,-118.43296,"CA","Beverly Hills",NA,"25555899","Carport","Set on nearly 20 acres behind a long private gated drive, overlooking spectacular city views, this stunning Contemporary Mediterranean Villa captures the warmth and beauty of Southern California living. This property defies description with over 25,000+ sq ft, 7 bedrooms, 13 full baths & 9 half baths, 9 fireplaces, an elevator, garage & motor court to accommodate 15 cars, staff quarters offering 3 bedrooms & separate full kitchen. The interiors have been designed for modern lifestyles, yet pay h",NA,"2001","200119.75","","property_images/20523467_img1.jpg","https://www.zillow.com/homedetails/9904-Kip-Dr-Beverly-Hills-CA-90210/20523467_zpid/",2025-11-21 09:34:24.835441
"20558959","$24,389,000","13187 Chalon Rd, Los Angeles, CA 90049","7","9","14,000",1742.07,"Single Family","For Sale",34.078835,-118.50289,"CA","Los Angeles",NA,"25602721","Carport","Indulge in an effortless resort-quality lifestyle from this extremely private entertainer's compound surrounded by natural greenery with sumptuous canyon views, showcasing a variety of premier amenities on 1.3 acres of mostly flat usable land. An absolute dream for recreational enthusiasts, growing families, and sports professionals alike, this exquisite haven includes a dedicated pickleball court, a professional-size basketball/sports court, and putting green, all enveloped by a flourishing lea",NA,"2025","20251.31","","property_images/20558959_img1.jpg","https://www.zillow.com/homedetails/13187-Chalon-Rd-Los-Angeles-CA-90049/20558959_zpid/",2025-11-21 09:34:24.835441
"20532978","$2,395,000","9624 Yoakum Dr, Beverly Hills, CA 90210","3","3","1,779",1346.26,"Single Family","For Sale",34.113873,-118.427574,"CA","Beverly Hills",NA,"25618451","Carport","A mid-century jewel box with a separate studio, constructed in 1960,epitomizing architectural elegance and modern refinement.Meticulously renovated, presenting a harmonious blend of vintageglam & contemporary luxury. Greeted by distinctive architectural elements emblematic of the era, including clean lines, expansivewindows that flood the interiors with natural light, and an astute use of space.The open floor plan masterfully integrates the living, dining,and kitchen areas, creating an ideal env",NA,"1960","19600.31","","property_images/20532978_img1.jpg","https://www.zillow.com/homedetails/9624-Yoakum-Dr-Beverly-Hills-CA-90210/20532978_zpid/",2025-11-21 09:34:24.835441
"19975486","$1,689,000","4716 Tyrone Ave, Sherman Oaks, CA 91423","3","2","1,951",865.71,"Single Family","For Sale",34.15654,-118.444,"CA","Sherman Oaks",NA,"SR25259297","Carport","Listing Provided by: Rita Kanberian DRE #01455009 818-634-8136,Keller Williams Luxury Welcome to this beautifully reimagined Sherman Oaks residence, where modern design meets resort-style living! Every inch of this home has been thoughtfully upgraded inside and out, blending luxury finishes with functional comfort and effortless indoor-outdoor flow. Step inside to discover smooth walls and ceilings, custom-built cabinetry, and an inviting open layout filled with natural light. The stylish Europe",NA,"1951",NA,"","property_images/19975486_img1.jpg","https://www.zillow.com/homedetails/4716-Tyrone-Ave-Sherman-Oaks-CA-91423/19975486_zpid/",2025-11-21 09:34:24.835441
"136702430","$199,000","24425 Woolsey Canyon Rd SPACE 114, Canoga Park, CA 91304","4","2","1,792",111.05,NA,"For Sale",34.237484,-118.65982,"CA","Canoga Park",NA,"SR25214958","Carport","Listing Provided by: Cody Brown DRE #02172806 818-854-0984,Rodeo Realty Welcome home to this beautiful 4-bedroom, 2-bathroom manufactured residence offering 1,792 sq ft of thoughtfully designed living space. From its spacious layout to its stylish finishes, this home provides comfort, functionality, and charm. Nestled in the Summit gated community of West Hills, you’ll also enjoy access to wonderful amenities in a peaceful, secure setting. Enjoy relaxing or entertaining on the two-level front pa",NA,"1989",NA,"","property_images/136702430_img1.jpg","https://www.zillow.com/homedetails/24425-Woolsey-Canyon-Rd-SPACE-114-Canoga-Park-CA-91304/136702430_zpid/",2025-11-21 09:34:24.835441
"20793841","$1,500,000","6919 Camrose Dr, Los Angeles, CA 90068","3","3","2,200",681.82,"Single Family","For Sale",34.108864,-118.34061,"CA","Los Angeles",NA,"25587405","Carport","Welcome to this beautifully reimagined two-story Spanish in the heart of the Hollywood Hills. Full of character, natural light, and modern updates, this home combines timeless charm with today's functionality plus a brand-new ADU for income potential, guests, or creative space. Step inside and you're greeted by large windows and an inviting flow. To the left, a recently updated kitchen features stone counters, re-engineered wood floors, and stainless steel appliances. The adjoining dining area o",NA,"1925",NA,"","property_images/20793841_img1.jpg","https://www.zillow.com/homedetails/6919-Camrose-Dr-Los-Angeles-CA-90068/20793841_zpid/",2025-11-21 09:37:39.348593
"19994255","$8,995,000","4322 Hayvenhurst Ave, Encino, CA 91436","7","10","14,164",635.06,"Single Family","For Sale",34.149593,-118.49402,"CA","Encino",NA,"25585939","Carport","Behind gates and tall hedges South of the Boulevard, this celebrity-owned Encino estate spans over one acre. Fully renovated, the property welcomes you through grand gates and a spacious motor court to a main residence featuring a dramatic double staircase, multiple living areas, a private office, and a chef's kitchen that opens to the dining room and resort-style backyard. The basement level includes a state-of-the-art recording studio with its own private entrance. Upstairs, five en-suite bedr",NA,"1998","19981.09","","property_images/19994255_img1.jpg","https://www.zillow.com/homedetails/4322-Hayvenhurst-Ave-Encino-CA-91436/19994255_zpid/",2025-11-21 09:37:39.348593
"20793843","$1,395,000","6911 Camrose Dr, Los Angeles, CA 90068","3","3","--",NA,"Single Family","For Sale",34.10902,-118.34042,"CA","Los Angeles",NA,"25600991","Carport","Step into a home that blends classic charm with updated style. This quintessential Spanish bungalow is filled with original detailing and timeless character. From the moment you enter, appointments like arches and vintage finishes invite you to experience a space that feels both grounded in history and ready for modern living. The bright and airy layout includes a lower-level guest house, ideal for visitors, home office use, or a creative studio. Stylishly renovated bathrooms add a refreshing to",NA,"1923",NA,"","property_images/20793843_img1.jpg","https://www.zillow.com/homedetails/6911-Camrose-Dr-Los-Angeles-CA-90068/20793843_zpid/",2025-11-21 09:37:39.348593
"20799174","$72,500,000","9006 Thrasher Ave, Los Angeles, CA 90069","7","9","13,400",5410.45,"Single Family","For Sale",34.097332,-118.386536,"CA","Los Angeles",NA,"25581759","Carport","Indulge all of your senses in this brand-new Contemporary marvel located in the prestigious Bird Streets. Showcasing supreme quality with the finest materials, this estate embodies luxurious Los Angeles living and is the ultimate view estate with unobstructed jetliner vistas from Century City to the Pacific Ocean. A masterful creation by Paul McClean architecture, built by Dugally Oberfeld, and interior design and finishes by Marmol Radziner, this home features every conceivable amenity. Spannin",NA,"2023","20230.41","","property_images/20799174_img1.jpg","https://www.zillow.com/homedetails/9006-Thrasher-Ave-Los-Angeles-CA-90069/20799174_zpid/",2025-11-21 09:37:39.348593
"21286599","$595,000","810 Oceanside St, Wilmington, CA 90744","4","2","1,540",386.36,"Single Family","For Sale",33.804157,-118.26068,"CA","Wilmington",NA,"PW25149806","Carport","Listing Provided by: Thomas Applegate DRE #00606100 562-754-2008,Re/Max R. E. Specialists WOW...WOW...WOW...WHAT A GREAT OPPORTUNITY, GREAT LOCATION, NEEDS YOUR UPDATING AND REPAIRS… This “Diamond in the Rough” home features 4 bedrooms and 2 bathrooms. This property provides a large driveway and plenty of parking, 2 car detached garage, Covered Patio ***Great for Investors or handyman's diamond in the rough. … This Home Located in Desirable Neighborhood of Wilmington, Huge Lot, Spacious Home wit",NA,"1944",NA,"","property_images/21286599_img1.jpg","https://www.zillow.com/homedetails/810-Oceanside-St-Wilmington-CA-90744/21286599_zpid/",2025-11-21 09:37:39.348593
"20559590","$2,990,000","1235 N Kenter Ave, Los Angeles, CA 90049","3","3","1,931",1548.42,"Single Family","For Sale",34.078136,-118.49282,"CA","Los Angeles",NA,"25601075","Carport","Tucked away in the hills of Kenter Canyon, this single-story modern compound in the exclusive Crestwood Estates exudes effortless California cool. Reimagined with sleek design, sophisticated finishes, and a seamless indoor-outdoor flow, it's the ultimate private retreat for elevated living. Step inside and feel the calm as a wide-open floor plan framed by walls of glass dissolves into lush treetops and canyon views that stretch all the way to the ocean. The living room stuns with a sculptural fi",NA,"1960","19600.27","","property_images/20559590_img1.jpg","https://www.zillow.com/homedetails/1235-N-Kenter-Ave-Los-Angeles-CA-90049/20559590_zpid/",2025-11-21 09:37:39.348593
"62018451","$11,995,000","10509 Vestone Way, Los Angeles, CA 90077","7","9","11,251",1066.13,"Single Family","For Sale",34.100945,-118.448975,"CA","Los Angeles",NA,"25616191","Carport","INCREDIBLE VALUE IN BEL AIR ON 1.5 ACRES - CONTEMPORARY EUROPEAN ESTATE. Up a long, gated driveway at the end of a picturesque cul-de-sac, off the coveted Stone Canyon, you'll find this stunning contemporary estate that sits on over one and a half acres of land. A sprawling motor court that can accommodate parking for up to 15 cars, with a grand 6-car garage highlighting the villa. Encompassing 11,251 square feet, the estate boasts 7 bedrooms and 9 bathrooms, a two-story entry, living room, dini",NA,"1997","19971.53","","property_images/62018451_img1.jpg","https://www.zillow.com/homedetails/10509-Vestone-Way-Los-Angeles-CA-90077/62018451_zpid/",2025-11-21 09:37:39.348593
"20795085","$36,800,000","1851 N Stanley Ave, Los Angeles, CA 90046","6","10","13,000",2830.77,"Single Family","For Sale",34.103916,-118.35739,"CA","Los Angeles",NA,"25587213","Carport","The Disco Volante Estate, an architectural modern paradise meticulously constructed over seven years, utilizing the finest materials and millions just in stonework alone. The only budget was there was no budget; everything had to be the best. Designed with an infusion of styles from Brazil to Asia and inspired by icons from rock 'n' roll to the legendary entertainment of the Sunset Strip. This is a one-of-a-kind home built for the most discerning buyer that wants quality design, function, flow, ",NA,"2023","20230.52","","property_images/20795085_img1.jpg","https://www.zillow.com/homedetails/1851-N-Stanley-Ave-Los-Angeles-CA-90046/20795085_zpid/",2025-11-21 09:37:39.348593
"20811887","$9,900,000","4048 Farmouth Dr, Los Angeles, CA 90027","5","6","6,027",1642.61,"Single Family","For Sale",34.117302,-118.2817,"CA","Los Angeles",NA,"25603629","Carport","Perched in the hills of Los Feliz on a quiet cul-de-sac, Casa Vista is a reimagined 1928 Spanish Colonial that seamlessly fuses timeless architecture with sophisticated modern design and panoramic city views. A private compound situated behind solid gates - the home was rebuilt from the studs with all-new systems, high-end finishes, and meticulous attention to detail. Casa Vista exudes the romance of Old Hollywood with the ease of contemporary living. A formal entry opens to the main level, wher",NA,"1928","19280.43","","property_images/20811887_img1.jpg","https://www.zillow.com/homedetails/4048-Farmouth-Dr-Los-Angeles-CA-90027/20811887_zpid/",2025-11-21 09:37:39.348593
"20532082","$19,495,000","2535 Hutton Dr, Beverly Hills, CA 90210","6","11","9,000",2166.11,"Single Family","For Sale",34.117214,-118.43328,"CA","Beverly Hills",NA,"25608407","Carport","Welcome to a triumph of design and detail; a sanctuary of transitional Scandinavian modern design in the prestigious Beverly Hills neighborhood. This six-bed, nine and a half bath new construction home, with interior design by Abramson Architects, blends unparalleled craftsmanship with contemporary elegance and timeless sophistication. Nestled amidst majestic oak trees and serene canyon views, the estate invites you to immerse yourself in the ultimate luxury living experience.This architectural ",NA,"2025","20250.66","","property_images/20532082_img1.jpg","https://www.zillow.com/homedetails/2535-Hutton-Dr-Beverly-Hills-CA-90210/20532082_zpid/",2025-11-21 09:42:15.785545
"20754200","$899,000","2404 Glover Pl, Los Angeles, CA 90031","3","2","1,182",760.58,"Single Family","For Sale",34.092278,-118.2343,"CA","Los Angeles","200","25610399","Carport","Don't sleep on this one, it's truly special. Minutes from Silverlake, this beautifully remodeled 3 bed, 2 bath TIC brings elevated modern living to one of LA's most creative and vibrant neighborhoods, all at a fraction of the cost. Step inside and immediately feel at peace. A large picture window fills the open living space with sunshine, highlighting light oak floors and soft, neutral tones. The chef's kitchen is the true centerpiece, custom cabinetry, smooth Taj Mahal leathered countertops, pr",NA,"1929",NA,"","property_images/20754200_img1.jpg","https://www.zillow.com/homedetails/2404-Glover-Pl-Los-Angeles-CA-90031/20754200_zpid/",2025-11-21 09:42:15.785545
